n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
1065,1.2377999610180268e-06,0.00019751019995055684,0.00021196220000092582,0.0007160383999689657,0.0007013421999999992,0.12304056039993157,0.003093488000013167,0.004765955600032612,0.01740086240006349
1066,1.1158001143485307e-06,0.00019523700002537224,0.00021020720009801153,0.0007181139999829611,0.0007004632000189304,0.12406076419997589,0.0030937517999973354,0.004773225200005981,0.01740012499999466
1067,1.2508000054367584e-06,0.00019573320005292772,0.00021087420009280322,0.0007208541999716544,0.0007008459999724437,0.12375223179997193,0.0031006700000489216,0.00477570679991004,0.017570896600045672
1068,1.284200016016257e-06,0.0001980775999982143,0.0002094770000439894,0.0007177026000135811,0.0007028123999589297,0.12366758059997665,0.0031035164000059014,0.004778307799961112,0.01767990019998251
1069,1.5352000446000603e-06,0.00019424399997660657,0.00020901159991808526,0.0007205548000001726,0.0007036146000700683,0.12389547980001225,0.0031124496000757063,0.004797016600014104,0.01769306980008878
1070,1.3087999832350761e-06,0.000197643399997105,0.00021011580001868425,0.000721174400041491,0.0007057482000163873,0.12430205419996128,0.003115435400059141,0.004796411600045758,0.017713375599987556
1071,1.3520000265998533e-06,0.0001979638000648265,0.0002075068000522151,0.0007246156000292103,0.0007041770000796532,0.12466380419996312,0.003113955400067425,0.004811931399945024,0.01774278699995193
1072,1.2877999779448146e-06,0.0001959228000487201,0.00020587919993886317,0.0007219086000532116,0.0007060547999572009,0.12406039580000652,0.0031370128000617115,0.004806517399902077,0.017799212799945962
1073,1.2111999240005388e-06,0.00019388840009924025,0.0002149411999653239,0.0007246457999826817,0.0007075168000028498,0.12569111319999138,0.003114044599942645,0.0047755601999597275,0.01768584199999168
1074,1.234199953614734e-06,0.0001954991999809863,0.00021060060003037507,0.0007228959999793005,0.0007060987999921054,0.12488344240000515,0.003127307200065843,0.00480613220001942,0.017668297399995935
1075,1.3424000371742295e-06,0.00019456179998087464,0.00020823519994337403,0.0007273331999840593,0.0007078499999352061,0.12506661780003014,0.0031175804000213247,0.004818087200055743,0.0177551532000507
1076,1.2815999070880935e-06,0.00019867739997607713,0.0002116677999310923,0.0007271913999829849,0.0007084574000145949,0.12616581300003418,0.003130595400034508,0.004811527399988335,0.017870491400071842
1077,1.437799983250443e-06,0.00019453279996923812,0.0002061996000520594,0.0007305840000299213,0.0007102008000401839,0.125544902799993,0.0031378354000480614,0.004827328800001851,0.020371331600017584
1078,1.4077999821893172e-06,0.00019831239992527117,0.0002125881999745616,0.0007279249999555759,0.0007117510000171024,0.12577765239993824,0.003137161200038463,0.004823592399998233,0.017796030799991057
1079,1.4324000858323416e-06,0.00019784220007750263,0.0002127891999862186,0.0007283845999609184,0.0007097285999861924,0.12588165660004053,0.0031340972000180045,0.004825918799951978,0.017818475400008537
1080,1.3504000435204944e-06,0.0001955891999841697,0.00020723000006910296,0.0007278462000613218,0.0007106894000571629,0.12643071319994306,0.0031430349999027386,0.004830001799928141,0.017746838800030675
1081,1.1750000339816324e-06,0.0001976827999442321,0.00021163860001252032,0.0007279611999820191,0.0007104324000010819,0.12674280659998657,0.003152844800024468,0.004846049000025232,0.0178855952000049
1082,1.4374000329553383e-06,0.0001998730000195792,0.000210614399975384,0.0007286179999937304,0.0007123222000245732,0.12651688680002734,0.0031486625999605166,0.004854909200003021,0.017848980400049185
1083,1.2914000308228425e-06,0.00019745320000765786,0.00021054179997008758,0.0007264944000326068,0.0007126414000595104,0.1271892989999742,0.0031510469999830094,0.004865927200080477,0.017854901000055177
1084,1.2783999409293757e-06,0.0001976288000605564,0.00020908579995193577,0.0007312954000099125,0.0007140795999930561,0.12755114859992317,0.0031584107999606203,0.00487155820001135,0.01793550239999604
1085,1.5752000308566494e-06,0.00020071039994036256,0.00020692499997494452,0.0007285580000370828,0.0007169861999955174,0.12716626719998203,0.003163826599939057,0.004865539399997942,0.01800142220008638
1086,1.5056000393087743e-06,0.00020239380000930396,0.0002120806000675657,0.0007282902000497416,0.0007126105999759602,0.1281587321999723,0.0031649384000047576,0.004871455200009223,0.018058820400028708
1087,1.2917999811179471e-06,0.00020004859998152825,0.0002138578000085545,0.0007319539999571135,0.0007131969998681598,0.12836430139996083,0.0031670710000526016,0.004910073799965176,0.01802098059997661
1088,1.428199948350084e-06,0.00019730100007109286,0.000206434400024591,0.0007351851999374048,0.0007174243999997998,0.12825079419999383,0.0031684036000115155,0.005176013399977819,0.017984847599973364
1089,1.332200054093846e-06,0.00019924480002373457,0.00021272760000101698,0.0007320697999602998,0.0007153684000059002,0.12820887980001316,0.0031650358000206323,0.004959696400010216,0.018020363800042107
1090,1.3220000255387276e-06,0.0001947098000528058,0.0002104692000102659,0.0007351669999479781,0.0007186488000115787,0.1290337584000099,0.003180715000053169,0.004990202799945109,0.01803277939993677
1091,1.4226000530470629e-06,0.00019670219999170512,0.00020938439993187786,0.0007381427999916923,0.0007167097999627003,0.1288435940000454,0.003180785800122976,0.00502898740001001,0.018016226999952777
1092,1.2636000064958352e-06,0.00019914380004593113,0.00021216119998825888,0.0007368780000433616,0.0007164938000641996,0.12926035959999355,0.003178898599981039,0.005052726799976881,0.01810257319998527
1093,1.178399952550535e-06,0.00020041599996147851,0.00021241520003059122,0.0007352108000304725,0.0007176576000347268,0.1301704360000258,0.0031921229999170462,0.005374223000035272,0.018149097199921017
1094,1.2420000530255493e-06,0.00020037539993609244,0.0002102204000493657,0.0007420535999699496,0.0007190171999809536,0.12983487179999428,0.003200533599965638,0.005097283199938829,0.018168324399994162
1095,1.279600019188365e-06,0.0002009188000101858,0.0002156652000394388,0.0007396421999601444,0.0007191845999841462,0.12972755959999632,0.0032127415999639196,0.005108051600063846,0.018226688800041302
1096,1.507199976913398e-06,0.00020011419996990298,0.0002098802000091382,0.000736927200023274,0.0007214082000700728,0.1309843539999747,0.003199122200066995,0.005111885999940569,0.018104082400031984
1097,1.2835999768867624e-06,0.00019948120002482027,0.0002152015999854484,0.0007403821999560023,0.0007211049999568786,0.13087077340001088,0.0032029102000251442,0.005114678799964167,0.01819183099996735
1098,1.4868000107526313e-06,0.0002014582000356313,0.000213246600014827,0.0007406440000067959,0.0007228390000364015,0.13072200380006507,0.0032200698000451667,0.005096593599955668,0.019739984800025923
1099,1.3435999335342785e-06,0.00020297320002100606,0.00021449660002872405,0.0007385399999748187,0.0007214431999727821,0.13124255359998643,0.0032268557999032056,0.00508129519994327,0.01824745919993802
1100,1.2976000107300934e-06,0.00020197380003992294,0.0002121198000622826,0.0007370232000539545,0.0007222958000056678,0.13113591420001286,0.0032349792000331947,0.0050681805999829525,0.018297656999993705
1101,1.3674000001628883e-06,0.00020123540002714435,0.00021139439995749855,0.0007446531999903527,0.0007270202000654536,0.1313552178000009,0.003230096200013577,0.005115194600011819,0.018366207999997643
1102,1.4069999906496379e-06,0.00020144519994573783,0.0002124606000506901,0.0007438070000262087,0.0007242249998853367,0.1321566425999663,0.0032158095999420765,0.004958940799906486,0.018383304999997564
1103,1.2210000022605527e-06,0.0002002488000016456,0.00021359659995141557,0.0007426094000038575,0.0007262661999448028,0.13246941360007441,0.003234747999977117,0.005107141200051046,0.018460774200002562
1104,1.330799977949937e-06,0.0002034475999607821,0.00021305559998836544,0.0007476340000266646,0.0007302449999315285,0.13239799180000772,0.0032312864000232366,0.004988473799994608,0.020822166200014182
1105,1.3037999906373443e-06,0.00020249760000297102,0.00021222120003585587,0.0007449583999914466,0.0007251608000387932,0.13239106039995932,0.0032637968000472028,0.005092774399918199,0.020464568600027634
1106,1.265399987460114e-06,0.00020600140001079126,0.00021298999995451596,0.000748396800008777,0.0007275835999280388,0.13490361819995086,0.0032375472000239825,0.005006745400078216,0.01838865619997705
1107,1.3355999271880136e-06,0.00019963940003435708,0.00021538300002248433,0.0007457892000275023,0.0007307045999823458,0.1342298468000081,0.0032591867999144596,0.005067582799983939,0.018448974999910207
1108,1.2070000138919568e-06,0.00020159559999228805,0.00021449759997267394,0.0007478283999716951,0.0007267012000284012,0.13450264239995705,0.003242007799963176,0.004987585600019884,0.018466056199940795
1109,1.334000035058125e-06,0.0002004511999530223,0.00021059900000182098,0.0007483037999918452,0.0007295260000319103,0.13545873000007305,0.0032770774000255186,0.005067718600002991,0.0220393924000291
1110,1.4541999462380772e-06,0.00020263119995433954,0.00021261739998408303,0.000611130599918397,0.0005380038001021603,0.13273669860004703,0.003273871600003986,0.0050141102000907265,0.01856878260000485
1111,1.3528000181395329e-06,0.00020242900004632247,0.00021297600001162208,0.0007484495999960927,0.0007301459999780491,0.13392466060004155,0.003280484200013234,0.005074186000001646,0.02067916940000032
1112,1.3888000012229895e-06,0.00020289259996388864,0.00021532999990085954,0.0007487707999644045,0.0007323883999561076,0.13497202020002988,0.00326518820002093,0.0050245537999671795,0.018484641600025498
1113,1.186600002256455e-06,0.00020410639995134262,0.00021469239995894896,0.0007491901999856054,0.0007333128000482248,0.13703117819995897,0.0032898767999085974,0.005060999999932392,0.01857841199998802
1114,1.3083999874652363e-06,0.00020508939992396334,0.00021404220010481367,0.0007499073999952088,0.0007326863999878696,0.1348583134000819,0.003264067799955228,0.005043947800004389,0.029299421199948484
1115,1.3184000181354349e-06,0.0002061136000065744,0.00021534160000555858,0.0007525124000494543,0.0007333695999932388,0.13439422919996105,0.003304700800026694,0.00506102320005084,0.023200351399918873
1116,1.3105999641993548e-06,0.000204857600010655,0.000215949800076487,0.0007554040000741225,0.000741210600017439,0.13523072879997927,0.0032643896000536187,0.005039291200000661,0.01862164039998788
1117,1.396000016029575e-06,0.0002051672000106919,0.00021788280000691884,0.0007496398000057525,0.0007427113999710855,0.1415095644000303,0.003317640399973243,0.005075148200012336,0.01934273340002619
1118,1.3404000128502957e-06,0.00020366380008454143,0.0002151755999875604,0.0007545399999798974,0.0007418526000037672,0.13489723639995646,0.003277326399938829,0.00504269160005606,0.01880057799999122
1119,1.1989999620709567e-06,0.00020112239999434678,0.00021583759998975439,0.0007566100000531151,0.0007452196000031109,0.14605265080003846,0.003318909999961761,0.0050672964000114005,0.018828335600119317
1120,1.4820000160398195e-06,0.00020334460004960419,0.0002137487999334553,0.0007713754000178597,0.000744455599988214,0.13591116680004234,0.0032814450000387295,0.005326065000053859,0.0190832228000545
1121,1.3520000265998533e-06,0.00020307919999140722,0.00021672180000678054,0.000753062600051635,0.0007463003998964268,0.14478096739994725,0.0033213097999578167,0.005130406600028436,0.022207376999995178
1122,1.383600056215073e-06,0.00020192619999761518,0.00024157620000551106,0.0007613931999912893,0.0007442817999617546,0.13657247120004284,0.0033134532000531182,0.005146781399980682,0.019074296400003733
1123,1.3128000318829435e-06,0.00020242420000613493,0.00021636700003000442,0.0007560357999864209,0.0007476988000234997,0.13885858200010262,0.0033379151999724855,0.005104363599957651,0.018871753400026135
1124,1.166199990620953e-06,0.00020686919997388032,0.00022139039997455258,0.0007609258000229602,0.0007390038000266941,0.13702622980008528,0.0032964279999760037,0.005116699999962293,0.018863730399971246
1125,1.3249999938125256e-06,0.00020655819998864898,0.00021706880002057006,0.0007579441999951087,0.000741985000013301,0.13714731860004575,0.0033003544000621333,0.00511550599999282,0.0189715225999862
1126,1.271800056201755e-06,0.00020563699995364005,0.0002197817999331164,0.0007574002000183099,0.0007428079999954207,0.1372284321999814,0.0032971165999697407,0.005123136800057182,0.018960304000029283
1127,1.2446000710042426e-06,0.0002015224000388116,0.00021836139994775295,0.0007625907999226911,0.0007412995999402483,0.1385381241999312,0.003297215000020515,0.005151915599935819,0.019076445400014564
1128,1.4138000551611186e-06,0.00020570440001392852,0.0002161018000151671,0.0007601748000070074,0.0007408779999877879,0.13741246919998956,0.003308699799981696,0.005140670599985242,0.018921611600080723
1129,1.3515999853552784e-06,0.00020536500001071544,0.00021714419990530586,0.0007651695999811636,0.0007458514000518335,0.1381113720000485,0.0033117758000116735,0.005138008399990212,0.0191165868000553
1130,1.355399945168756e-06,0.00020669639998232013,0.00021550400006162818,0.0007652304001112498,0.0007426123999721313,0.13812193320000005,0.0033140194000225165,0.0051233259999207805,0.019073619599976156
1131,1.2215999504405773e-06,0.00020121840002502723,0.00021896460002608366,0.0007624494000538107,0.0007479738000256475,0.13865156640008536,0.0033103327999015166,0.005147920599983991,0.019138719000011406
1132,1.2672000138991279e-06,0.00020342060006441897,0.00021719460000895195,0.0007669690000057017,0.0007472360000065237,0.13927906099997928,0.0033139771999685765,0.005122586599964052,0.019228707800039047
1133,1.1708000783983153e-06,0.0002040278000094986,0.00021834919998582337,0.0007620607999797357,0.0007456661999185599,0.13894834500006253,0.00332389800000783,0.005135162199940169,0.01937934040001892
1134,1.2826000784116331e-06,0.0002050632000191399,0.00022051959999771497,0.0007652464000329929,0.0007457961999989493,0.13964071499995043,0.0033230206000098407,0.005148908200044389,0.019349966999925527
1135,1.3059999673714628e-06,0.00020607180003935356,0.0002170639999803825,0.0007657536000351683,0.0007454364000750502,0.1396710412000175,0.003320441200048663,0.005168860799994945,0.019460904999959894
1136,1.1527999504323816e-06,0.00020338880003691883,0.00021758199995929316,0.0007675819999349188,0.0007538050001130614,0.13934655660000317,0.0033314594000330546,0.005143424400057483,0.019309880000037083
1137,1.4245999864215264e-06,0.00020996500002183892,0.0002170543999909569,0.0007682398000724789,0.0007502534000650485,0.14082446040001742,0.0033288337999238136,0.005175549400019008,0.019442945200034957
1138,1.3315999240148813e-06,0.00020792859991161094,0.000217795800017484,0.000771018199975515,0.0007495454000036261,0.13991255320001983,0.0033336659999804396,0.005180498399977296,0.019439051799963636
1139,1.4026000371814007e-06,0.00020490100000642998,0.0002182983999773569,0.0007725029999619438,0.0007495521999317134,0.14111129099997016,0.003346129400006248,0.005174067200005084,0.019526367199978266
1140,1.3401999694906408e-06,0.00021127480003997335,0.0002184430000397697,0.0007711124000252312,0.0007529796000198985,0.14118277520001357,0.003343188999951963,0.005162071600034323,0.01944384599996738
1141,1.5274000361387153e-06,0.00020624759999918752,0.0002186213999721076,0.0007742842000425298,0.0007571925999400264,0.14101196920000802,0.003352789200062034,0.005176350799956708,0.019583731199963948
1142,1.4448000001721083e-06,0.00021026419994996104,0.00021903959996052435,0.000773189600022306,0.0007533063999744626,0.1423112528001184,0.00334774680004557,0.005205345200010925,0.019674208999958864
1143,1.3589999980467838e-06,0.00020709259997602202,0.0002173497999592655,0.0007711818000188941,0.0007542304000253353,0.1414336419999472,0.003350685000032172,0.005197070600024745,0.019690485000046463
1144,1.406599994879798e-06,0.0002077124000152253,0.00021886559998165466,0.0007708923999871331,0.0007522847999553051,0.14262983939997867,0.003358369199986555,0.005171061600003668,0.019390418800003317
1145,1.353799916614662e-06,0.00020508140000856655,0.0002161138000246865,0.0007747185999960493,0.000754728400033855,0.14307054020000579,0.0033526684000207752,0.005211199600034888,0.019606963800015365
1146,1.3226000191934873e-06,0.00020956439998371935,0.00022254539999266854,0.0007728596000106336,0.0007543694000560208,0.14243359980005152,0.003371711200043137,0.005219811200004187,0.023048405000008643
1147,1.3107999620842748e-06,0.00020350019995021284,0.0002168906000406423,0.0007757960000617459,0.0007600415999604593,0.14281210839994857,0.0033672070000193345,0.005208498999991207,0.01990597220001291
1148,1.2526000773505076e-06,0.00021111200003360865,0.00022167160004755716,0.0007748596000055841,0.0007558868000614894,0.14339509300007194,0.003367066800001339,0.005239007800037143,0.01961826880001354
1149,1.2202000107208733e-06,0.00020733940000354777,0.00021663559996341065,0.0007770693999646028,0.0007589903999814851,0.1438570693999736,0.0033675488000426412,0.005235591000018758,0.019971250800017513
1150,1.3331999525689754e-06,0.0002096423999773833,0.00022262440006670658,0.0007749393999347376,0.0007607439999901544,0.14392340480007987,0.0033730918000401287,0.0052283206000538485,0.02000874840000506
1151,1.4087999716139165e-06,0.0002069450000362849,0.00022130699994704628,0.0007741240000541438,0.000757599999951708,0.1434318674000224,0.0033790589998716316,0.0052368036000189026,0.020770594600116966
1152,1.3861999832442962e-06,0.00020915059999424557,0.00022530119999828458,0.0007771799999773066,0.0007603264000408672,0.14479159160005112,0.0033786281999255152,0.005502730999978667,0.01978554499992242
1153,1.2767999578500166e-06,0.00020367840006656478,0.00021577419997811375,0.0007793842000410223,0.0007613831999151444,0.14384389359993294,0.003384817799906159,0.0052821844000391135,0.020925942999974724
1154,1.430000020263833e-06,0.00020752460004587193,0.00022289600001386135,0.0007755854000606633,0.0007620043999850168,0.14398027239994918,0.003390236199993524,0.005280381599914108,0.02094470440006262
1155,1.327800009676139e-06,0.0002095702000133315,0.00022651780000160215,0.0007781995999721403,0.000761331399962728,0.14477940140004647,0.0033862349999708385,0.005260716600014348,0.021047709800086523
1156,1.2027999673591694e-06,0.00020663479999711855,0.00022190119998413138,0.0007798064000326121,0.0007624831999692106,0.1455008213999463,0.003407044200002929,0.005263022000053752,0.020907322199946066
1157,1.285399957851041e-06,0.00020977980002498953,0.00021970539996800652,0.0007787877999817283,0.0007622522000474419,0.14597325299996555,0.0034048827999413334,0.005309984200039253,0.021243988600008378
1158,1.3810000382363797e-06,0.00020558139995046075,0.00021988480002619327,0.0007820013999662479,0.0007624002000284236,0.14522526580003614,0.0033939444000225193,0.005286089400033234,0.021154392799962805
1159,1.3247999959276058e-06,0.00020960499996363068,0.00022235140004340793,0.0007839502000479115,0.0007647439999345807,0.14602266339998096,0.0034141154000735694,0.00529992099991432,0.021188587599999663
1160,1.4247999843064462e-06,0.00020507139997789637,0.00021898100003454602,0.0007853384000100049,0.0007654761999219773,0.14561572580000756,0.00341317539996453,0.00529041340000731,0.020959094599993476
1161,1.327600011791219e-06,0.0002077486000416684,0.00021535739997489146,0.000783313600004476,0.0007674380000025849,0.14690827840004203,0.003417395399947054,0.005302026399976967,0.021708412399993902
1162,1.2322000202402705e-06,0.00021111699998073165,0.00022184539993759246,0.0007834617999833426,0.0007657857999674889,0.14641696739990948,0.0034238154000377106,0.005301299600068888,0.021756340799947795
1163,1.1829999948531622e-06,0.00021012720003454888,0.00022432240002672187,0.000783562999959031,0.0007648564000191982,0.14617948420004723,0.003420636599958016,0.005331445399997392,0.021777868999924975
1164,1.301200018133386e-06,0.00021118259992363163,0.0002198583999870607,0.0007886232000146265,0.0007660083999780909,0.14687868859996342,0.0034223495999867737,0.005321838200006823,0.021637597000017196
1165,1.27939997582871e-06,0.0002078837999761163,0.00021946240003671845,0.0007870536000609718,0.0007669564000025275,0.14737071980007385,0.003422384800023792,0.00532887560002564,0.02191789920007068
1166,1.1551999705261551e-06,0.00020580219998009853,0.00021724940002059155,0.0007895154000834737,0.0007658272000298893,0.14758223359995098,0.003426487599972461,0.005325480799956495,0.021932564200005798
1167,1.2348000382189639e-06,0.0002097779999985505,0.00022267259996624488,0.0007872138000038831,0.0007696946000578464,0.14758845540000037,0.0034217033999993872,0.005327714200029731,0.021912200800034042
1168,1.3179999768908602e-06,0.00020859560004282685,0.00022324360002130562,0.0007851312000639154,0.0007715052000548895,0.14800988619999772,0.003433455999902435,0.005324708999933136,0.02176746599998296
1169,1.2221999440953369e-06,0.00021092700003464416,0.00022301320004771696,0.0007871734000218566,0.0007693963999827247,0.1484261093999976,0.003437525400022423,0.005355883999982325,0.0222089414000493
1170,1.1811999684141484e-06,0.00020857880008406937,0.00022355160003826314,0.0007875945999330725,0.0007751522000035039,0.14875588540007811,0.0034285064000414422,0.005344208599990452,0.022187955000026703
1171,1.3747999673796585e-06,0.0002097080000112328,0.00022278939995885595,0.0007884884000759484,0.0007716505999724177,0.14873644459994467,0.0034488797999983945,0.0053753844000311805,0.02228602800000772
1172,1.487199961047736e-06,0.00020875280006293906,0.00022327739993670547,0.0007947144000354456,0.0007758636000744446,0.14914149940000243,0.003452614599973458,0.005348153200020534,0.02213098440001886
1173,1.4287999874795787e-06,0.00021094479998282623,0.00022451579998232772,0.0007924637999622064,0.0007749427999897307,0.14900260099998378,0.0034479980000014622,0.0053597910000007685,0.024003840599971227
1174,1.2784000318788457e-06,0.0002115759999924194,0.00022225580005397205,0.0007938990000184276,0.0007987483999841061,0.14924251320007897,0.0034501241999350895,0.0053670437999699065,0.023078705399984755
1175,1.4503999409498648e-06,0.00020773619999090443,0.0002245884000330989,0.0007905331999609189,0.0007751692000056209,0.15067149919996153,0.003458462200069334,0.005379414000071847,0.022529300000132934
1176,1.326400069956435e-06,0.00021470319989020937,0.00022341060002872837,0.0007932021999295102,0.000776929400035442,0.14972925460015177,0.003462445200057118,0.005376092399819754,0.022251320999930612
1177,1.4370000826602336e-06,0.00021514059990295208,0.0002240370000436087,0.0007925510000859504,0.0007760464000057254,0.1513430165999125,0.0034587575999466937,0.005385921000015515,0.022477205599989246
1178,1.4565999663318508e-06,0.00021577799998340197,0.00022276700001384598,0.0007944849998239078,0.0007747231999928772,0.15086364720000348,0.0034569241999633958,0.005388734400003159,0.022492763600166655
1179,1.3377997674979269e-06,0.00021188199998505296,0.00022546919999513192,0.0007947933999275847,0.0007773135999741499,0.1511836647999189,0.003457659200012131,0.005405497399988235,0.022604226200110135
1180,1.2351999430393334e-06,0.00021070159982627956,0.000220147799973347,0.0007984070000020438,0.0007772182000735483,0.15215256179999415,0.00346632220016545,0.005388273999960802,0.022502255200015496
1181,1.294999947276665e-06,0.00021433179990708594,0.00022574260019609939,0.0007948445998408715,0.0007774205999339756,0.15158943979995457,0.003476500200031296,0.0053956327999003404,0.022729786399941075
1182,1.2740000784106086e-06,0.00021388939985627075,0.00022475880005004,0.0007963232001202414,0.0007753277999654528,0.15157192799997574,0.0034775883999827784,0.005416284399962024,0.022714515200186726
1183,1.2565999895741698e-06,0.00021158800009288826,0.00022595140007979352,0.000797250800042093,0.0007780117999573122,0.15254480360017625,0.003477311599999666,0.0054194066000491144,0.022776663399963582
1184,1.4276000001700595e-06,0.00021354360005716445,0.0002243701998850156,0.0007986399999026616,0.000778517000071588,0.1519208292001167,0.003482964999966498,0.005710312599967437,0.02259199419995639
1185,1.4121999811322894e-06,0.00021322360007616225,0.00022531260010509867,0.0007954140000947518,0.0007809949998772936,0.15281243219988028,0.003477205200033495,0.005479796599956899,0.02307177180009603
1186,1.3972000488138292e-06,0.0002132253998752276,0.0002273968000736204,0.0007982021999850986,0.0007821497998520499,0.153065164599775,0.00349432560014975,0.005437758799962467,0.022835585400025595
1187,1.338400034001097e-06,0.00021288399993864006,0.0002245401999061869,0.0008006012000805641,0.0007802477999575786,0.1522670493998703,0.0034994182000446018,0.005474975800098036,0.02285123499996189
1188,1.3900000340072438e-06,0.00021669400011887775,0.0002257105998978659,0.0008033800000703195,0.0007821520001925819,0.15330562480012305,0.003502036199915892,0.005469357400033914,0.022648913800185255
1189,1.3128000318829435e-06,0.0002177829999709502,0.0002278080000905902,0.000803448199894774,0.0007866088000810123,0.15428678559992476,0.003507782199903886,0.005464183599906391,0.02295819280016076
1190,1.3745999240200036e-06,0.00021430140004667918,0.00022846820002087043,0.0008042624000154319,0.000783155399858515,0.15407709960009014,0.003502620199833473,0.005480328399971768,0.023693599399939556
1191,1.5038001038192305e-06,0.00021661619985025027,0.00022707360003551002,0.000805738200142514,0.000791570799992769,0.1547014367999509,0.003500949400131503,0.0054667494000568695,0.022913287800020044
1192,1.4637999811384362e-06,0.00021125560006112208,0.0002227840000159631,0.0008099707999463135,0.0007943778000480961,0.15459810860011203,0.0035158325998963847,0.0054736478001359504,0.022758211200198275
1193,1.4832000488240737e-06,0.00021455699998114143,0.00022731119988748106,0.0008083711999461229,0.0007873450000261073,0.15475275119979415,0.0035027648000323097,0.005482830999972066,0.02295708680003372
1194,1.3431998922897036e-06,0.00021730000007664786,0.00022929199994905502,0.0008083046000137983,0.0007918343999335775,0.15457659100002274,0.0035262205999060823,0.005499339599828091,0.022966899999846645
1195,1.4748001376574393e-06,0.0002123052000570169,0.00022734239983037696,0.0008065864001764566,0.0007890908000263153,0.15566543940012706,0.0035149523999280065,0.005496218199914438,0.02311756899989632
1196,1.2892000086139887e-06,0.0002114840000103868,0.0002252270000099088,0.0008107935999760229,0.0007922164000774501,0.1557401789999858,0.003527889599718037,0.0054859007999766615,0.02289995959999942
1197,1.3521999790100382e-06,0.00021425579989227118,0.00022884880008859908,0.0008101775998511585,0.0007931040000585199,0.15572060659997078,0.003523907399903692,0.0055234015999303665,0.023143167999933212
1198,1.3405999197857454e-06,0.00021321919994079507,0.00022614099998463644,0.000810763800109271,0.0007921311999780301,0.15655404339995585,0.0035266695998871,0.005524829599926307,0.02315320959996825
1199,1.3189999663154595e-06,0.00021756639989689575,0.00022868919986649417,0.0008133503999488312,0.0007918708000943297,0.15692336860001888,0.0035325460000422025,0.005512268399888854,0.023477033600102004
1200,1.2013998457405251e-06,0.0002105499998833693,0.0002293459999236802,0.0008145904000230076,0.0007953195999107265,0.1565014871999665,0.003530678800143505,0.005520020199946884,0.023013969600015116
1201,1.3417999980447348e-06,0.00021247299991955515,0.00022749660001863958,0.0008138988001519465,0.0007961888000863837,0.1571271750000051,0.0035758787999839114,0.005573913399894081,0.02352913360000457
1202,1.5664000784454402e-06,0.00021207879990470246,0.0002420786000584485,0.0008160683999449247,0.0007922753999082488,0.15685615579986917,0.0035421530000348867,0.005547211200064339,0.02338167239986433
1203,1.3245999070932157e-06,0.00021554340000875526,0.0002273485999467084,0.0008163245998730418,0.0007970271999511169,0.1567761323999548,0.003594128799977625,0.005553857599988987,0.023485963599887326
1204,1.207000059366692e-06,0.0002146146000995941,0.00023163980013123363,0.0008141720001731301,0.0007931422000183374,0.15740938600001755,0.0035562241999286927,0.005541649399856396,0.023283913799878063
1205,1.2647999938053545e-06,0.0002170185999602836,0.00022993800002950592,0.0008139560000017809,0.0007934301998830051,0.1571338946000651,0.003607540000029985,0.005559484000059456,0.02360645979988476
1206,1.495400192652596e-06,0.00021995140004946734,0.00023176380000222707,0.000816383199980919,0.0008043639999414154,0.1573170816000129,0.003555073200004699,0.005536372200094774,0.023642538199965202
1207,1.3385999409365467e-06,0.00021720119993915433,0.00022854619992358495,0.0008154544000717578,0.0008019056000193814,0.16377487800000382,0.003618592600014381,0.0055881086002045775,0.023605756599954474
1208,1.4495999494101852e-06,0.00022042999999030143,0.00023214520006149543,0.0008193182000468368,0.0008050835998801631,0.15930357899997033,0.0035549033998904635,0.005563636600072641,0.023350777400173682
1209,1.38040004458162e-06,0.0002135694000571675,0.00022808440016888198,0.0008184584001355688,0.0008083589998022945,0.16837627499980953,0.0036250310001378237,0.005564312400019844,0.02366765039996608
1210,1.2492000678321347e-06,0.000218051999945601,0.00022859479995531728,0.0008448104000308376,0.0008144205999087717,0.15873519619990475,0.003562483599944244,0.005565667200153257,0.026525793800101383
1211,1.2509999578469433e-06,0.00022201540014066268,0.0002321925999240193,0.0008312110000588291,0.0008265577998827212,0.15911279819993068,0.0035987223999654817,0.005591957400065439,0.02420930820007925
1212,1.5075999726832378e-06,0.00021992979991409812,0.00023122639995563077,0.0008207336000850774,0.0007982903999618429,0.16020495200009463,0.003573013599998376,0.005581642200013448,0.023900345799938806
1213,1.3235999176686164e-06,0.00021871079998163622,0.00022949480007810051,0.000820054000178061,0.0007995586000106413,0.1606667230002131,0.0035744914001952567,0.005604286000016145,0.024003975600044213
1214,1.3935999959358013e-06,0.0002168867998989299,0.00023208300008263904,0.0008201110000300105,0.000805938600024092,0.1599027434001073,0.0035820309999508027,0.005628828599947155,0.024032904799878452
1215,1.409599917678861e-06,0.00021580079992418179,0.00023333500002991058,0.0008227520000218646,0.0008026096000321558,0.1608067262000077,0.003587135600082547,0.0056748888000583975,0.024007446599989636
1216,1.2466000953281764e-06,0.00021577379993686918,0.0002287926000462903,0.00081834059983521,0.0008002880000276491,0.16053082640000865,0.003586960799930239,0.00596412999993845,0.02388589719994343
