n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
1533,1.279600019188365e-06,0.0002619662000142853,0.0002713554000365548,0.0010388756000793363,0.0010070289998111547,0.2568779705999987,0.004617057599989494,0.007551347200023884,0.04605623139996169
1534,1.220199919771403e-06,0.00025853480001387653,0.0002725560000726546,0.001045242200143548,0.0010148021998247713,0.25675028340010614,0.004621860200040828,0.007561683200037805,0.04600823999990098
1535,1.1446000826254022e-06,0.0002565818000221043,0.00027818119997391477,0.0010512525999729406,0.0010151695999411458,0.25645547259991874,0.004599344800044492,0.007525047000035557,0.04829227859991079
1536,1.1679999261104967e-06,0.0002602976000162016,0.0002777854000669322,0.0010419342000204778,0.0010105947999363707,0.2589087061999635,0.004625085200041212,0.007913809800083983,0.05056024539999271
1537,1.324599998042686e-06,0.00026197440001851646,0.00027946840000367954,0.0010428007998598333,0.0010142713999812258,0.25870227579998756,0.004618021399892314,0.007593625399931625,0.04878854599992337
1538,1.3169999874662608e-06,0.0002623268000206735,0.0002751130000433477,0.0010406932001387759,0.0010104400000273018,0.25881311220000497,0.004628708800100867,0.007572426800106768,0.048177598000165744
1539,1.275400154554518e-06,0.00026045520025945733,0.00027684080005201394,0.001038184999833902,0.0010119707999365346,0.25894664139996165,0.004634308200093073,0.007604689600066194,0.04854715520004902
1540,1.2058000720571726e-06,0.0002616593999846373,0.0002773837999484385,0.0010435544000756635,0.0010123654000381067,0.25980358380020335,0.00465646740003649,0.007622116399943479,0.04863530679995165
1541,1.3702000615012365e-06,0.00025787020013012807,0.0002769808000266494,0.001039913200020237,0.0010129627999049262,0.25756518799998956,0.00463322200012044,0.007594359000086115,0.04859035400013454
1542,1.2898000022687484e-06,0.00025901379995048047,0.0002772242000901315,0.0010379113999988477,0.0010181840000768716,0.2592847885998708,0.004650760399999854,0.007597388999965915,0.048486039399995205
1543,1.4680000276712236e-06,0.0002635730000292824,0.000282587599940598,0.001042880599925411,0.0010296860000380548,0.2604789174000871,0.0046480078000058715,0.007620943199890462,0.048534833999838156
1544,1.558800067869015e-06,0.00026436500002091634,0.0002802383999551239,0.0010449362000144902,0.0010152504000870977,0.2601515926000502,0.004664866000075563,0.007616803599921696,0.048686654399989496
1545,1.2790001164830755e-06,0.0002593363999949361,0.0002740039999480359,0.0010431057999994663,0.0010366831999817805,0.2606358219999493,0.004653185999904963,0.007584247199974925,0.048927166399880664
1546,1.1705999895639252e-06,0.00026228840006297104,0.0002790867999465263,0.0010431165999762015,0.0010145659999579947,0.26076397719989475,0.004668735199993534,0.007611729000018386,0.050501650600017454
1547,1.2649999007408042e-06,0.00026533579994065805,0.00028191199990033053,0.0010454127999764752,0.0010145918000489472,0.2628586617999645,0.004680897799971717,0.007665935000022728,0.049046867200104316
1548,1.1918001291633119e-06,0.00026288740009476895,0.0002789819999634346,0.0010449813999912293,0.0010177032000683538,0.2626686480000899,0.004660604199943919,0.007639419800034375,0.04943380800004889
1549,1.1463999726402108e-06,0.00026523580017965285,0.000278868599980342,0.0010463675999744736,0.0010200920000897895,0.2613798396000675,0.004644378600096389,0.007650516200101265,0.04932115060000797
1550,1.1759999324567617e-06,0.00025882919999276055,0.0002772047999314964,0.0010500134000722028,0.0010219026000413578,0.2635266767999383,0.004665832200043951,0.007636053599799198,0.049277432799863165
1551,1.1983999684161972e-06,0.0002648077999765519,0.00027761739993366065,0.001049645800048893,0.001026058200022817,0.2623954677999791,0.004653424599928258,0.007636206799998035,0.049306229000194435
1552,1.3304000276548323e-06,0.0002680352000425046,0.0002800678000312473,0.001048032000016974,0.001036520800062135,0.2630459426000016,0.004665468400071404,0.007673333800084947,0.04982444100005523
1553,1.3135999324731528e-06,0.0002612884000882332,0.0002797181999994791,0.0010469113999533874,0.0010228070000266598,0.26319902520008326,0.004666897999959474,0.007671324399962032,0.04955065059994013
1554,1.27220009744633e-06,0.00026573300001473397,0.00028000280008200207,0.001051986200036481,0.0010243086001537449,0.2633426114000031,0.004686358799972368,0.007670541000152298,0.04954427600014242
1555,1.4143999578664079e-06,0.00026833039983102934,0.0002823061999151832,0.0010536702000536024,0.0010224904000097012,0.26504228900012095,0.0046909714001230896,0.007690297000135615,0.049763518199961256
1556,1.4154000382404775e-06,0.000265031599883514,0.0002820710002197302,0.001055861199984065,0.0010327661999326664,0.2652371717999813,0.004682144599973981,0.007659084199985955,0.05011347159997968
1557,1.2122000043746084e-06,0.00026165899998886744,0.00028081700002076105,0.0010549622000326053,0.0010416193999844836,0.2649372692000725,0.004681670399986615,0.007687586800057033,0.050036676000127046
1558,1.2653998965106438e-06,0.0002644318000420753,0.0002801626000291435,0.0010518243999285914,0.001025938000111637,0.2655829698001071,0.004686578200016811,0.007706367799892177,0.05154173559994888
1559,1.2423999578459188e-06,0.00026373039991085535,0.0002776010000161477,0.001054787199882412,0.001045391999923595,0.2657521819998692,0.004681657399942196,0.00769529600001988,0.049994769799832285
1560,1.2728000911010895e-06,0.0002661806000105571,0.0002790896000078646,0.0010493842000869336,0.0010416760001135117,0.26636680159990644,0.004695506199914235,0.007706610800141789,0.049931119400025634
1561,1.1389999599487055e-06,0.0002624770001602883,0.00028109659997426205,0.001051668200034328,0.0010419482000543212,0.2659953505998601,0.004690938200019446,0.007716706800056272,0.050010861400005525
1562,1.3848000889993273e-06,0.0002665543998773501,0.00028521579997686786,0.0010533210001085536,0.001046174000020983,0.26822856600001616,0.004710380000051373,0.007698909600094339,0.04992524459994456
1563,1.3750000107393134e-06,0.0002653706000273814,0.0002818869999828166,0.0010604469999634602,0.0010481092000190983,0.26684330080006474,0.004701562399986869,0.007733081599872094,0.05018345459993725
1564,1.177000012830831e-06,0.0002626246000545507,0.0002787802000057127,0.0010526626000682882,0.0010475523999957659,0.26765712020005594,0.00471446619994822,0.007724388799852022,0.050577479399998994
1565,1.4274000022851396e-06,0.0002670803999535565,0.0002814287999171938,0.0010555987999396165,0.001047290000042267,0.26732162680009425,0.004699350999908347,0.007739650399889797,0.05038579620004384
1566,1.3744000170845539e-06,0.0002658297999914794,0.0002784203999908641,0.0010844080001334079,0.0010303934001058223,0.2678986506000001,0.004716286199982278,0.007739628599938442,0.05035400259985181
1567,1.2629999218916056e-06,0.0002661231998899893,0.0002762138000434788,0.0010650950000126614,0.0010501646001102928,0.26781317779996244,0.004706567399898632,0.007741278399953444,0.05034672020001381
1568,1.1683999218803365e-06,0.0002684120000594703,0.0002824136000526778,0.0010576045999187045,0.001046142999894073,0.26819309740012615,0.004721179599982861,0.008135196200055362,0.05053363279994301
1569,1.3369998669077176e-06,0.00026631900000211316,0.00029007700004513026,0.0010678927998924337,0.001046127999870805,0.2686527910001132,0.004724039999928209,0.007788230999994994,0.050430263399994145
1570,1.399000120727578e-06,0.00026571700000204145,0.0002897297998970316,0.0010604756000248017,0.0010453007999785767,0.27013337760008654,0.004723397999987356,0.007780696400186571,0.05040749640002105
1571,1.4197999007592443e-06,0.00026552359995548616,0.00028344479978841263,0.0010633234000124504,0.0010374632001003193,0.2696534135998263,0.004753171600168571,0.007784890800030553,0.0538461424000161
1572,1.2744001651299186e-06,0.00026433580023876857,0.0002801915999953053,0.0010651617999428709,0.001061051199940266,0.2709617793999314,0.004732528200020169,0.007814186200084805,0.05365833699988798
1573,1.4478000593953766e-06,0.00027013880007871195,0.0002845145999344822,0.0010563882001406455,0.0010478344000148354,0.270045262199983,0.0047380121999594845,0.007819178399950033,0.05084451140000965
1574,1.4034000741958152e-06,0.00027231500007474096,0.00028518459994302247,0.0010656709999238955,0.0010650271999111283,0.27167522160016233,0.004738705000090704,0.007832969599894568,0.05081645580003169
1575,1.3420000868791248e-06,0.0002683271999558201,0.00028186340005049716,0.0010621397998875181,0.0010485553999387775,0.27132196319998914,0.004737902399938321,0.007838583600005222,0.05079814999999144
1576,1.270600114366971e-06,0.0002713125999434851,0.0002843852000296465,0.0010667135999938183,0.0010678960000404913,0.2722970239999995,0.004747762599981798,0.007838791999984097,0.05098355199988873
1577,1.338199945166707e-06,0.0002681179998035077,0.00028757440004483213,0.001061564799874759,0.0010672334000446427,0.2705495345999225,0.004750926599899685,0.007821542599867826,0.05142332260002149
1578,1.3015999684284907e-06,0.0002667157999894698,0.00029093440007272876,0.0010653864000232716,0.0010398983999948541,0.27281656080003813,0.004769752199990762,0.007829662000131066,0.05136441980002928
1579,1.557400082674576e-06,0.00027629079995676874,0.0002846979999958421,0.0010635550000188232,0.0010698214001422456,0.2727707254000052,0.004761688600137859,0.007831435400112241,0.05158490779995191
1580,1.2997999874642118e-06,0.0002702406000025803,0.00028768039983333437,0.0010674097999981314,0.0010552618001383961,0.2731679248000546,0.004783444599979703,0.00786574859994289,0.052035705399976
1581,1.2759999663103372e-06,0.00027296060006847255,0.0002840034000655578,0.0010705985998356482,0.001070292399981554,0.27387767559994247,0.004761878000044817,0.007844312399993215,0.05190293119994749
1582,1.4248000297811813e-06,0.0002699054000004253,0.00028468899990912177,0.0010687814000448271,0.0010650874001839838,0.2741116792001776,0.004774231599913037,0.007868924999820592,0.05178625739999916
1583,1.2147999768785666e-06,0.00027329000004101546,0.0002869165999982215,0.0010711619998801324,0.0010564518000137468,0.2739088213999821,0.0047623535999264275,0.007888599999841973,0.051845279200006186
1584,1.2556000910990405e-06,0.0002667927999937092,0.00028501500009951996,0.0010795862000122724,0.001069188400197163,0.27591993400010323,0.004790551599944593,0.00783295539995379,0.052094606599985126
1585,1.279399930353975e-06,0.0002695716000744142,0.0002834392000295338,0.0010691603998566278,0.001056840799992642,0.2760906557999988,0.004782418000013422,0.007857504800085735,0.052153858199926614
1586,1.3773998944088816e-06,0.0002731053999013966,0.000287054000000353,0.0010716343999774836,0.0010715311999774713,0.2758536787999219,0.00477148659992963,0.00785996940003315,0.0521487869997145
1587,1.4225999620975926e-06,0.00026837080004042945,0.00028537640000649846,0.0010709859998314641,0.0010591672000373365,0.27512100659996575,0.004792024399921502,0.007884189000105835,0.052323949000037825
1588,1.3652000234287698e-06,0.00027006820000679,0.0002916204000939615,0.0010708717998568317,0.0010574120000455879,0.2761125282000648,0.004783200599831616,0.007894214199950511,0.0527581471999838
1589,1.2937999599671458e-06,0.0002718038000239176,0.00029324480001378104,0.001070909199916059,0.00106664479999381,0.2752896017999774,0.004797650599903136,0.007887779199973011,0.052430067400018744
1590,1.391200021316763e-06,0.00026728800003184006,0.00028941380014657625,0.0010751349999736704,0.0010569331999249697,0.2769427228000495,0.004811507599879405,0.007901566200143862,0.052278693999960525
1591,1.363600040349411e-06,0.0002647162000357639,0.00028289100000620235,0.0010744715998953324,0.0010762599998997758,0.2754938594000123,0.0047986630000195875,0.00793894820008063,0.05818128780010738
1592,1.3760000001639128e-06,0.00026564180006971583,0.0002845549999619834,0.0010786298000311945,0.0010803698000017904,0.2782759617999545,0.004802146200017887,0.00796724420006285,0.0555291682000643
1593,1.3373997717280873e-06,0.0002718402000937203,0.00029136399998606064,0.0010824905999470501,0.0010772419998829718,0.27696052759993106,0.004807741599961446,0.008009357400078443,0.05284576539988848
1594,1.377600074192742e-06,0.0002677283999219071,0.00029102920007062494,0.0010861581999961345,0.001065145000211487,0.2788543097999536,0.004811857799904828,0.008003813799950877,0.05282051840013082
1595,1.4446000932366588e-06,0.0002703166001083446,0.00028594360001079624,0.0010775714000374136,0.0010680425998543797,0.2807943471999351,0.004800788599914086,0.008049951399971177,0.052786115800063274
1596,1.6594000044278801e-06,0.00026585119985611527,0.00028524499994091456,0.0010785268001200165,0.0010785727999063966,0.27749257479990774,0.004821292399992671,0.008085460599886574,0.05344813140009137
1597,1.3422000847640448e-06,0.00027200060003451654,0.00028733799990732223,0.0010809309998876416,0.0010644418000993027,0.2785700824000742,0.0048205071998381754,0.008132555600059276,0.05374375860001237
1598,1.438999970559962e-06,0.00026791719992615983,0.00028555339995364195,0.001079888000003848,0.0010789412000121955,0.28026453119991857,0.004841829800079722,0.008147679400008202,0.05300928999995449
1599,1.361800059385132e-06,0.00026973180001732544,0.0002869893999559281,0.001085426800091227,0.001081789599993499,0.27912270320011884,0.004824252799971873,0.008188658800008852,0.053105507799955376
1600,1.1501998415042181e-06,0.00026561180002318,0.0002839480001057382,0.001084304600044561,0.0010705808000238902,0.28053594760003764,0.004860430600001564,0.008606331000009959,0.06146820520007168
1601,1.2034000974381342e-06,0.00026858780001930426,0.0002911387998210557,0.00109201880004548,0.00045052319992464616,0.27905684600009406,0.004830046999995829,0.00820138280005267,0.053459984799883384
1602,1.3171998944017106e-06,0.0002716150000196649,0.0002937588000349933,0.0010938581998743758,0.0010710327999731816,0.2809814577999532,0.004831909600125073,0.007973705999938829,0.05336153780008317
1603,1.3102000593789853e-06,0.0002717213999858359,0.0002922919999946316,0.0010866361999433138,0.0010860956000215082,0.2803181421999398,0.004834185799882107,0.008253607200003898,0.05325147140001718
1604,1.2434001291694584e-06,0.000271911599975283,0.00028815560008297323,0.0010905451999860816,0.001075786399997014,0.28149266139989776,0.00482770820008227,0.008014565199937351,0.05385653900002581
1605,1.2716000128421001e-06,0.00026944100000036997,0.0002923152000221307,0.0010876706000090054,0.0010738709999714047,0.2813529543999721,0.004838979599935555,0.00825485839995963,0.05380711340012567
1606,1.3464001312968322e-06,0.0002732351998020022,0.0002955578000182868,0.001092043400149123,0.0010724311999183555,0.2819442558000446,0.004834590799964645,0.008021892800115893,0.05374943139995594
1607,1.52020002133213e-06,0.00027403839994804,0.000289183199947729,0.0010916889998952683,0.0010760640000626153,0.28084071420007606,0.004852470199966774,0.00824199820008289,0.05403635619995839
1608,1.276399962080177e-06,0.00027700740001819214,0.0002917783999691892,0.0010981706000166014,0.0010770506000881142,0.28260836759991437,0.0048363020001488625,0.00802983760004281,0.054043368400016334
1609,1.3901999409426935e-06,0.00027176979992873387,0.0002928972000518115,0.001093767400016077,0.0010910462000538247,0.2824401668000064,0.004869398600203567,0.008277395799996156,0.0539853457999925
1610,1.3729999409406445e-06,0.0002726189998611517,0.0002917871998761257,0.00110183019996839,0.001081783399968117,0.2822056103999785,0.004858097200121847,0.008046415799981332,0.05390114119982172
1611,1.3176000720704907e-06,0.0002715855999667838,0.00029306060005183097,0.0010924068000349508,0.0010773389999485516,0.28305662379998464,0.004877497800134733,0.008237468199877186,0.05652166899999429
1612,1.4209999790182337e-06,0.00027395839997552686,0.00029101880008965966,0.0010930537999229272,0.0010912968000411638,0.28266702240007363,0.004846493399963947,0.008021320799889509,0.05356265360005637
1613,1.2423999578459188e-06,0.0002755495999736013,0.0002964446000078169,0.0010875346000830178,0.0010935973999949057,0.28401923840001475,0.004894835000141029,0.008207735999985744,0.05601234919995477
1614,1.3938001757196616e-06,0.000272420199962653,0.0002866370000447205,0.0010981265999362223,0.0010663463998753287,0.2842844549998517,0.004861278799944557,0.00804511120004463,0.054334511200067936
1615,1.2323998817009851e-06,0.00026862399990932315,0.00028589080002348053,0.0011016133999874,0.0010834931999852415,0.2842266857999675,0.004903268399993976,0.008190255999943474,0.05435001420000844
1616,1.587799943081336e-06,0.00027715699989130373,0.0002896416001021862,0.0010984243999700993,0.0010808660000293457,0.28557788259995504,0.004864297600033751,0.00806288459998541,0.05493711159997474
1617,1.2680000509135426e-06,0.0002739787999416876,0.00029679659983230524,0.0010981624000123702,0.0010799093998684838,0.28627465559993653,0.004916929200044251,0.00817921040006695,0.057294246000128626
1618,1.3513998965208883e-06,0.00027041599996664446,0.0002894800001740805,0.0011012916000254335,0.001098636999995506,0.28516503120008563,0.004889575600100215,0.008072275199992873,0.05715517999997246
1619,1.321399940934498e-06,0.0002778636000584811,0.0002886107999074738,0.0011005767999449744,0.0010687152001082722,0.2867515736000314,0.004922024400002556,0.008167825600048672,0.05685656440000457
1620,1.3415998182608747e-06,0.00027503399996930966,0.00028693180001937435,0.0011000423999576014,0.0010977728001307697,0.2863090371999533,0.004867300199930469,0.008113265000065439,0.055163006199836676
1621,1.3506000868801493e-06,0.0002794124000502052,0.0002924585998698603,0.0011011420000613726,0.0010708296001212148,0.28687510900008417,0.004927399799998966,0.008144378600081836,0.054868526399968684
1622,1.3438000678434037e-06,0.0002725006000218855,0.0002946663999864541,0.001104465400112531,0.0010717983999711579,0.28736308540010214,0.004888104400106385,0.008069539200096187,0.05482944220002537
1623,1.2405999768816401e-06,0.00027729000012186587,0.0002922677999777079,0.0010987536000357067,0.0010868904000744806,0.28602714420012487,0.004933297200113884,0.008194269400064513,0.054993998000009016
1624,1.340000017080456e-06,0.00027513660015756616,0.00029728359995715434,0.0011068822001107036,0.0010847610001292196,0.2882278868000867,0.004894289599997137,0.008092900999963603,0.054345141599969796
1625,1.2716000128421001e-06,0.0002743989998634788,0.00029630640001414575,0.0011050140000406828,0.0010876512000322692,0.3028236803999789,0.004935997400116321,0.008174051599962696,0.05512902119999126
1626,1.3299998499860522e-06,0.0002697414000067511,0.00028965800011064856,0.0011111828000139213,0.0010971524000524368,0.28819373599990283,0.004902467800002341,0.008120486800089565,0.06917492360016694
1627,1.4579999515262897e-06,0.0002729954000642465,0.0002951075999590103,0.0011072126000726712,0.0010893227999076772,0.3107086508000066,0.004958795400125382,0.008191402600004949,0.06463715160016363
1628,1.3222000234236476e-06,0.0002767273999779718,0.00029827080006725735,0.0011309827998957189,0.0010986455999045575,0.28796310699999594,0.004914187600115838,0.008113391200004117,0.05994021180003983
1629,1.3878000572731253e-06,0.00027896980000150504,0.00029134259993952584,0.0011059651999858033,0.0011049311999158818,0.3097775661999549,0.00493562040010147,0.008180549200096721,0.055521864599904804
1630,1.4498000382445753e-06,0.00027880500001629114,0.0002908165999542689,0.0011127720000331464,0.0010805124001308287,0.28903226340007676,0.004894967000018369,0.008167013400088763,0.05542153160013186
1631,1.323999822488986e-06,0.0002731085998675553,0.00029013520006628826,0.0011045152000406233,0.0010889563999626263,0.29644552499985366,0.004953035199923761,0.00815828019995024,0.057515823200083104
1632,1.2689999493886716e-06,0.00027050339995184915,0.000294342399956804,0.0011101523999059281,0.0010819811999681407,0.29113591139994244,0.004914733800069371,0.00856462459996692,0.05657983820001391
1633,1.3265999768918847e-06,0.0002749999999650754,0.0002914544000304886,0.001106196999990061,0.0010819518000971585,0.2906088654000996,0.0049249988000156005,0.00822988380004972,0.05818739560008908
1634,1.4494000424747355e-06,0.0002748953998889192,0.000294101199870056,0.0011086973999226758,0.0010930690000350296,0.29104107459997974,0.0049315400000523365,0.008189393199972982,0.058209924600032534
1635,1.3886000488128047e-06,0.00028295839993006664,0.00029659880010513007,0.001105870799983677,0.0010876770000322721,0.2916389080000954,0.004918817999896419,0.008213729199997032,0.05826792200005002
1636,1.3435998880595434e-06,0.0002788167999824509,0.000294355800087942,0.0011037894000764936,0.0011184306000359356,0.2910543732000406,0.004933278999942559,0.008226383600231202,0.05791070920004131
1637,1.2348000382189639e-06,0.0002778109999781009,0.00029443280000123194,0.0011066529999880005,0.0011188311998012069,0.2924445548000222,0.004929719000028854,0.008223736600029952,0.05841091200009032
1638,1.3240000043879262e-06,0.00027821900011986144,0.0002973331999783113,0.0011036231999241863,0.0011167778000526595,0.29173103940001965,0.004938967799989769,0.008192723399952228,0.05851316159996713
1639,1.6525999853911343e-06,0.0002820025999426434,0.00029248219998407877,0.0011142778000248655,0.0011273437999989254,0.2937147389999154,0.004932368399931874,0.008224241800144227,0.05834765159997914
1640,1.372600036120275e-06,0.00027671499992720783,0.0002952554000330565,0.001112162999834254,0.0011296199998469092,0.29302679680004073,0.004956281400063744,0.008246991999931197,0.05879686939997555
1641,1.3681999917025678e-06,0.0002785948000564531,0.00029258839995236483,0.0011119862000668946,0.0011294528000689752,0.29349984399996176,0.0049396538000110015,0.00825322539994886,0.058558935200017
1642,1.3375998605624773e-06,0.0002765635999821825,0.0002948586002275988,0.0011098083999058872,0.0011284157999398303,0.29353973319985016,0.004960038800163602,0.008240594800008693,0.05853438020003523
1643,1.2229999811097513e-06,0.00027704659987648483,0.00029286980025062804,0.001121046599928377,0.0011334740000165766,0.29464792400003714,0.004949061600109416,0.008280355599981703,0.05876429840000128
1644,1.3021999620832503e-06,0.000275363400032802,0.00029185040002630556,0.0011219406000236632,0.0011313929999232641,0.29643821299996487,0.004973037599938834,0.008228603000043222,0.05917743339996377
1645,1.3885999578633346e-06,0.0002768012001979514,0.0002954976001092291,0.00111670120004419,0.0011247880001974409,0.2955558084000586,0.004950899399955233,0.008267272200009756,0.05895098239998333
1646,1.2894000064989087e-06,0.0002736697999353055,0.0003019629999471363,0.0011144602000058511,0.0011236054000619334,0.2967326092000803,0.004971667799964052,0.008251267400009966,0.05900228279988369
1647,1.3704000593861565e-06,0.00028375140000207465,0.0003009023999766214,0.0011149321999255335,0.0011321039999529603,0.2966608045999237,0.004954901800192602,0.008326702599879355,0.059182598600000344
1648,1.4088000170886517e-06,0.0002778188000775117,0.0002914847999818448,0.0011171996000484796,0.0011335516000144708,0.29687576020005507,0.004964348199973756,0.008270634800010158,0.05859055919991078
1649,1.465399964217795e-06,0.0002760478000709554,0.0002871686001526541,0.0011171574001309637,0.0011270797999713977,0.29703411820009934,0.00496654579992537,0.008273201399970277,0.063887798000178
1650,1.2819999938074033e-06,0.00028066060003766323,0.0002978345998599252,0.0011175552000167953,0.0011369010000635172,0.2961909870000454,0.00498386319986821,0.008276505800040468,0.058938742200007256
1651,1.3973999557492789e-06,0.0002787867998449656,0.0003041575998395274,0.0011210085999664443,0.0011354667999512458,0.30131564700004676,0.004991912599962234,0.008270854399961535,0.058816246800142837
1652,1.4645998817286455e-06,0.0002785328000754816,0.0002971716000502056,0.0011223021999285266,0.0011366644001100212,0.2972348331999456,0.004978834599933179,0.008291765000012673,0.05940196219999052
1653,1.3396000213106163e-06,0.00027761639994423605,0.00029556960007539603,0.0011223122000046716,0.0011359138000443636,0.30045652839999093,0.004978951399880316,0.008296440199956123,0.05925408240000252
1654,1.4645999726781155e-06,0.0002752770001279714,0.0002957601999696635,0.0011277602000518527,0.0011409562000153528,0.29745955739999774,0.005024252599923784,0.00832185599992954,0.05912995000007868
1655,1.3520000720745884e-06,0.0002827498000442574,0.0002970548001030693,0.001123116799954005,0.0011353525999766134,0.29866826639990907,0.0049991629999567525,0.0083493907999582,0.05939429339996423
1656,1.418799911334645e-06,0.00028262480009288993,0.00029753459984931395,0.001122561800002586,0.0011384322001504188,0.298804908800048,0.0050001900000097525,0.008335137999984,0.059594105200085325
1657,1.2975999197806231e-06,0.0002789998001389904,0.00029989600006956606,0.0011250493999796162,0.0011428515999796218,0.29904930580014477,0.004978348400163668,0.008327544199983095,0.05927627740002208
1658,1.3012000636081212e-06,0.0002769575999082008,0.0002963783998893632,0.0011241251998399093,0.001140826800110517,0.29905537839995305,0.005005211199932092,0.008342455599904496,0.059172354999918755
1659,1.3602000763057732e-06,0.0002749693999248848,0.0002960648000225774,0.0011271504000433196,0.0011430839999775344,0.30129788299982463,0.005004459800056793,0.008339705199978198,0.05945538740006669
1660,1.2662000699492637e-06,0.0002761963999546424,0.0002929861999291461,0.0011238435999985086,0.0011475269999209558,0.3015487171999666,0.005009471199809923,0.008347078200040414,0.05889839679994111
1661,1.389399949403014e-06,0.0002764328000921523,0.0003025522000825731,0.001120989600167377,0.0011435467999945104,0.3016214401999605,0.005017014200075209,0.008333799199863278,0.059658692199991495
1662,1.2194000191811938e-06,0.0002787111999168701,0.0003000180000526598,0.0011300262000077054,0.0011477525999907812,0.3019946133999838,0.005028862600102002,0.00835929800005033,0.05980261680006151
1663,1.3375998605624773e-06,0.0002787760000501294,0.0002953831999548129,0.0011336424000546685,0.0011484501999802887,0.30224611479989105,0.005005813800107717,0.008364757000072132,0.06154056879986456
1664,1.3050000234215986e-06,0.0002835198000866512,0.00029721999999310356,0.0011319948001073498,0.0011470467999970424,0.3033087825999246,0.0050339222000729935,0.00873803800013775,0.06022202339991054
1665,1.2915999832330271e-06,0.0002815562000250793,0.0002982049999445735,0.0011411590000534489,0.001152271200044197,0.3077410439997948,0.005022272000041994,0.00842039079989263,0.05982646560005378
1666,1.3789999684377108e-06,0.0002755097999397549,0.0002931061999333906,0.0011416832000577415,0.0011539950001861143,0.3029333176000364,0.005016723599965189,0.008401457199943252,0.059666791000108785
1667,1.2970000170753338e-06,0.0002801868001370167,0.0003025954001714126,0.0011292256000160704,0.0011487925999972503,0.3040521803999582,0.005020557999978336,0.008417916199960018,0.05996688339992033
1668,1.3609999768959824e-06,0.000286889400013024,0.00029334599994399466,0.001131284799976129,0.0011486963999232103,0.3042687587999353,0.005040541200014559,0.008410012399963307,0.060338420600055544
1669,1.2743999832309783e-06,0.00028329779997875447,0.0002982504001010966,0.001139382800010935,0.0011536074001924136,0.30341645080006857,0.005040951800037874,0.008421756199822994,0.06025237840003683
1670,1.3809999472869094e-06,0.00027885579993380816,0.00029667840008187343,0.0011448148000454239,0.0011559194001165452,0.30496057959999234,0.005033831399850896,0.008425773399903847,0.06015846319987759
1671,1.3187999684305395e-06,0.0002752585999587609,0.0002930138000010629,0.0011379469999155845,0.0011584494001908752,0.30464084579998596,0.00503688439994221,0.008426298600170412,0.060334968400002256
1672,1.2855998647864908e-06,0.0002794492000248283,0.0002973652000036964,0.0011370973999873968,0.0011645833999864407,0.3047355730000163,0.0050430568000592755,0.008446280000043771,0.05970000239994988
1673,1.3429999853542541e-06,0.00028373859995554083,0.00030040139990887836,0.0011391884000659046,0.0011543176001396205,0.3063343844000883,0.005040090799866448,0.008435026600091078,0.06022289879992968
1674,1.4036001630302053e-06,0.00028333320005913265,0.00030413880003834495,0.001131154599988804,0.0011627992000285304,0.3062925689999247,0.005054433200075437,0.008443347000047651,0.0601956558000893
1675,1.259400050912518e-06,0.00027730979991247295,0.0002999194000040006,0.0011422100000345382,0.0011563263999960327,0.3050657449998653,0.005052968399922975,0.008483694799997466,0.06019146059998093
1676,1.235799936694093e-06,0.00028179539995107914,0.0003011943998899369,0.0011426871998992283,0.0011631651999778115,0.30701253319994065,0.005058877999817924,0.008436502399945311,0.06063689200000226
1677,1.2520000382210129e-06,0.0002775184000711306,0.00029662079996342074,0.0011407869999857212,0.001164431799952581,0.30688455219997196,0.005063037400032044,0.008442483599901606,0.060741326799870876
1678,1.1983999684161972e-06,0.0002803734000735858,0.00029907879998063435,0.0011361108000528474,0.0011681116000545444,0.3053959356001542,0.005070712200085837,0.008463094600028854,0.06064490999997361
1679,1.2965999303560238e-06,0.00028642219995163033,0.0002992105998600891,0.0011549960000593273,0.0011608027999500336,0.30772390200008887,0.005073487599838699,0.008469628199964063,0.06075922959998934
1680,1.275200065720128e-06,0.0002874993999284925,0.00030061040006330587,0.0011424000000261002,0.0011732390001270687,0.3161822394002229,0.005078609999964101,0.008467398600078013,0.06088986199993087
1681,1.3899999430577737e-06,0.00028487879999374857,0.0003031320000445703,0.0011385918000996753,0.0011650270000245655,0.30740662419993897,0.0050748422001561265,0.0084972256000583,0.06082295599990175
1682,1.2647999938053545e-06,0.00028138399993622444,0.00030095519996393706,0.0011419640000895014,0.0011108972000329232,0.3083945302000757,0.005090628799825936,0.008478035399821237,0.060409270199943424
1683,1.4425998415390496e-06,0.0002772331999949529,0.00030087720006122254,0.0011403068000618078,0.00111238739991677,0.30791219959992305,0.005081197600065934,0.008507422199909343,0.060607014800007165
1684,1.2813999092031737e-06,0.0002782301999104675,0.00029612140006065604,0.0011459291999017297,0.0011736853999536833,0.30933238019988496,0.005080567799996061,0.008489522200125065,0.05992350440001246
1685,1.2368000170681626e-06,0.00028623120015254245,0.0003032146000805369,0.001146409200009657,0.0011715990000084275,0.31042638019998775,0.0050998575999983585,0.008521521000056964,0.06083236240001497
1686,1.2940000488015358e-06,0.0002861201999621699,0.0002924812000856036,0.0011658553999950526,0.001169593399936275,0.3111603615999229,0.00508425799998804,0.008529797400115058,0.06121780619996571
